Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Albania,ALB,1660736837.5,3216796289.09505,11633374320.7968,12201540481.6079,10453745531.0478,10939629296.9773,11861807536.8788,13700540777.0841,14069133382.9967,14024839522.3194,15879406648.9567,16226681842.9782
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Algeria,DZA,45235795069.4994,30219641187.3316,112834461826.117,119505620673.372,103854566906.222,101466439475.989,104632051545.263,103673616126.645,105960844206.084,97024899666.185,101023459179.473,108519954979.393
Final consumption expenditure (current US$),NE.CON.TOTL.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Angola,AGO,..,3896714485.84334,78940107307.6142,85698728052.3151,60335546594.1417,34841731952.9012,48362545290.1634,51993702557.0727,40570623224.7361,32726802239.2524,34330797498.3943,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Antigua and Barbuda,ATG,..,622222222.222222,1087851851.85185,1115158037.03704,1107565814.81481,1141769481.48148,1105458481.48148,1099228000,1082385888.88889,1088446037.03704,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Argentina,ARG,113470543987.09,236219366100,457042608919.298,433334542562.24,499614480942.488,464850763383.692,543457079919.52,447541635095.697,369714751741.12,311065831466.207,373885102947.489,501568580086.087
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Armenia,ARM,1510390863.36171,2159393245.18188,10979506801.0539,11334720593.6313,9606433477.91274,9465981611.89987,10645440398.2933,11372552542.5173,13075066691.008,11414821842.051,12170829743.7323,16317816925.6547
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Aruba,ABW,..,1326530726.25698,2317821229.05028,2322533519.55307,2328514525.13966,2327950279.32961,2416910614.52514,2565458100.55866,2595605027.93296,2353440949.72067,2485214804.46927,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Australia,AUS,225242927636.325,315567652943.365,1157345534861.17,1079333334288.61,1015718480817.57,927386304223.389,999911142678.971,1072387952767.55,1033324496187.74,981553209574.695,1132811392744.76,1186039609592.58
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Austria,AUT,122942460365.485,144191934343.561,316529389478.929,323968971793.194,276717174876.016,284658344023.141,300421345682.674,324286211242.268,315732806921.249,310047443324.073,343739177638.057,335565205630.799
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Azerbaijan,AZE,6217522658.61027,4194983241.24422,38701606527.8626,42377645112.6573,36674826223.277,27090252296.7973,28168471503.7016,30437995705.9244,33062058823.5294,32918352941.1765,36311294117.6471,42766411764.7059
Final consumption expenditure (current US$),NE.CON.TOTL.CD,"Bahamas, The",BHS,2396180000,5374500000,8065300000,8538500000,8886500000,8931100000,9704300000,9889300000,9620800000,7991300000,9659900000,10581000000
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Bahrain,BHR,2648670212.76596,5516835106.38298,18327101063.8298,18904707446.8085,19619707446.8085,20006622340.4255,20781941489.3617,21560957446.8085,21681436170.2128,20519398670.2128,21594105319.1489,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Bangladesh,BGD,26572217612.4862,42685807990.4592,116938474638.686,134695140317.53,151852146503.469,192905737668.698,214247835256.192,236370578020.552,256810100184.388,272658446098.342,310775734452.146,344118085862.686
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Barbados,BRB,1686620593.6459,2691200000,4240148050,4295856850,4272840250,4423698100,4432618650,4423050000,4472150000,4360500000,4514350000,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Belarus,BLR,15400000000,9729573623.89361,48855871066.0776,52475021646.1543,38275803500.6305,33484240298.3504,38367438470.5948,41597297485.2054,45606539874.27,42469282559.4622,47160428176.1155,51791936097.3754
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Belgium,BEL,152792475857.074,173692913466.04,400599580109.612,407137531513.835,346539153936.914,354921841713.629,374582847601.416,407037228985.091,398526096695.679,388708182111.278,433456109442.629,432550047989.496
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Belize,BLZ,226500000,814500000,1537000000,1598500000,1647000000,1693500000,1719000000,1778500000,1840500000,1564500000,1885500000,1776058072.3
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Benin,BEN,1828593160.50593,3172537453.49088,10664852476.1297,11045952575.6858,9860273434.86609,9870745148.74126,10555709206.6017,11532614583.0015,11339278341.4958,12435849007.7983,13686221492.5206,12372869001.0369
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Bermuda,BMU,..,..,4018507000,3965905000,4069755000,4205443000,4343386000,4372051000,4486177000,4164754000,4328800000,4615800000
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Bhutan,BTN,234989909.155312,308503129.783638,1319900577.40249,1296544806.21577,1473612778.08365,1444480161.55862,1689485483.67524,1833553255.0427,1936910116.62118,1941830783.24896,2160699732.72024,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Bolivia,BOL,4313523758.36471,7634054680.09838,22696563328.5094,25619724066.5702,28352112489.1462,29314157018.8133,31760846975.398,34057574891.4617,35410348596.2373,32666477684.5152,34967556685.9624,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Bosnia and Herzegovina,BIH,..,6985887486.7409,19356619326.0983,19626844570.6179,16613610872.9087,16816431056.2546,17532151687.2202,19052862032.612,18781909611.0692,18745753692.4053,20697828748.2692,21301083628.549
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Botswana,BWA,2174670411.84578,3370241875.41652,11079403587.483,11070980580.3056,10504888960.1952,10433305761.2089,11421793116.7994,12359349051.1375,12694107625.09,12669347515.801,14015964102.938,14162891669.0304
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Brazil,BRA,365450825258.641,546385188991.116,1993283532122.16,2016733904852.15,1509201474351.16,1519709163925.46,1746893349748.54,1620022966187.62,1594685787908.11,1229289663794.08,1313641985339.5,1557304656493.25
Final consumption expenditure (current US$),NE.CON.TOTL.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Brunei Darussalam,BRN,1707554803.58982,3039344224.25845,6410022424.55599,6329712732.77094,5798884728.65025,5400711309.26562,5694518514.34924,5926520328.88215,6127395804.91027,5905689168.06207,6627722498.22589,7130280917.91693
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Bulgaria,BGR,16097272727.2727,11426235885.6013,44429845182.3182,45486632930.3084,39700542886.3172,41105312128.5868,45030423381.2742,50626837147.5153,52217336729.4373,54707257489.9258,64935308096.9946,69858682567.0292
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Burkina Faso,BFA,2933082073.5209,3053348821.79763,11585217965.0816,11948789015.6281,10349257331.8128,10942456222.4413,11892470043.4489,13140879538.6845,13140485366.3842,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Burundi,BDI,1192841084.93183,932592161.599623,2789460079.77027,3014241410.67141,3036966131.18534,2671917629.43821,2761203278.68603,2777202230.1052,2693838605.35694,2814721425.37571,2934170781.50464,3226662581.24463
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Cabo Verde,CPV,..,..,1646438814.28872,1670523764.21849,1445917715.89791,1551545839.90022,1729797976.04172,1910705007.61754,1876779513.98439,1597286696.17465,1791646419.4798,2028564078.64754
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Cambodia,KHM,..,3436280310.48262,12829590605.4752,13870626121.5604,14837626913.8959,16279567722.0856,17412423486.9038,18578018117.8337,20120650226.4938,19375959377.1756,19633544715.5664,22170453375.8409
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Cameroon,CMR,9767697262.95078,8561252657.16561,28245957265.7494,30522708908.6572,27479191444.5134,28039057642.4642,29980452328.0857,33408964481.4977,33618647809.8104,34904646469.0716,38437976400.0027,37069316218.4462
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Canada,CAN,467690550701.739,548458689650.529,1415697606306.81,1373505262450.99,1224766888757.13,1215250129943.44,1297635013774.46,1355538430099.99,1367395293840.3,1318065449676.81,1526284595205.4,1609902280457.51
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Central African Republic,CAF,1384523510.48474,860330855.834662,1707411707.30734,1852231743.53878,1648416300.49862,1796246901.72198,2010650872.18684,2252075961.93397,2313117953.60089,2347133224.94329,2515332015.34204,2467281350.8982
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Chad,TCD,1872010492.17344,1312376013.42632,9879037397.8089,10392017546.9512,8592251206.18202,8036549706.1541,8449220651.41287,9098767259.35776,9014916397.16625,10152085128.7288,10191001606.291,9382853671.77538
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Chile,CHL,23715183826.4587,58463352106.2485,203691728273.092,193175750841.275,182763699853.684,190720377553.353,212045793645.626,227211552791.344,213985230384.762,189049040521.271,241699990944.369,235579838207.294
Final consumption expenditure (current US$),NE.CON.TOTL.CD,China,CHN,229682896506.692,770053064244.194,4949574337867.92,5502315947415.32,5972241865768.91,6182674216631.45,6754472095059.83,7650214930961.73,7999434576601.27,8126794002266.92,9609095097566.1,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Colombia,COL,36574770039.4218,85833816935.6881,304265889736.984,305811039400.731,244439959661.266,236356703450.285,260075014084.169,279188649601.477,272773935307.459,237715253238.374,282263910406.484,295165848252.897
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Comoros,COM,429802151.426964,351284893.16069,1169695160.91966,1203387268.56647,1003651769.22484,1045513774.39692,1108990237.56072,1216258842.68815,1242657204.16212,1354705526.06746,1388503133.64468,1359165246.03468
Final consumption expenditure (current US$),NE.CON.TOTL.CD,"Congo, Dem. Rep.",COD,..,17118481088.4058,27036541005.3259,29374481338.5801,32364345612.7634,33648731190.5107,29960190791.465,40058004504.1499,42924900948.9086,37355958493.7609,39956939126.9642,54242374568.4982
Final consumption expenditure (current US$),NE.CON.TOTL.CD,"Congo, Rep.",COG,1437411436.63997,1132117645.39852,7196005330.15045,7943241512.56737,6876875310.27099,6823359971.15042,6636923207.44632,7216445864.9338,7051434030.86731,7317102860.37699,8628657016.52006,8174258440.47277
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Costa Rica,CRI,4545463185.49268,12007539001.9144,42437330249.0607,43299633421.1816,46230741875.2613,47530352034.2318,49309509923.2423,50621792452.3612,52207817538.1113,50018715250.1008,50910463935.3609,54079635293.0275
