"REF_DATE","GEO","DGUID","Type of dairy product","Type of disappearance of dairy products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1958","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","497747","","","","0"
"1958","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","29.14","","","","2"
"1958","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","347025","","","","0"
"1958","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","20.32","","","","2"
"1958","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","273843","","","","0"
"1958","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","16.03","","","","2"
"1959","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7077043","","","","0"
"1959","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","408.75","","","","2"
"1959","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2672710","","","","0"
"1959","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","156.83","","","","2"
"1959","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3237024","","","","0"
"1959","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","185.15","","","","2"
"1959","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","519458","","","","0"
"1959","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","29.71","","","","2"
"1959","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","348163","","","","0"
"1959","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","19.92","","","","2"
"1959","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","299688","","","","0"
"1959","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","17.14","","","","2"
"1960","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","6966178","","","","0"
"1960","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","393.65","","","","2"
"1960","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2654425","","","","0"
"1960","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","152.36","","","","2"
"1960","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3091335","","","","0"
"1960","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","172.99","","","","2"
"1960","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","546739","","","","0"
"1960","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","30.59","","","","2"
"1960","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","366929","","","","0"
"1960","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","20.53","","","","2"
"1960","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","306750","","","","0"
"1960","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","17.17","","","","2"
"1961","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","6889406","","","","0"
"1961","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","381.42","","","","2"
"1961","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2603127","","","","0"
"1961","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","146.41","","","","2"
"1961","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3061925","","","","0"
"1961","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","167.89","","","","2"
"1961","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","583284","","","","0"
"1961","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","31.98","","","","2"
"1961","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","354718","","","","0"
"1961","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","19.45","","","","2"
"1961","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","286352","","","","0"
"1961","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","15.70","","","","2"
"1962","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7228624","","","","0"
"1962","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","392.61","","","","2"
"1962","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2602801","","","","0"
"1962","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","143.68","","","","2"
"1962","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3382929","","","","0"
"1962","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","182.04","","","","2"
"1962","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","643853","","","","0"
"1962","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","34.65","","","","2"
"1962","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","362895","","","","0"
"1962","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","19.53","","","","2"
"1962","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","236145","","","","0"
"1962","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","12.71","","","","2"
"1963","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7582375","","","","0"
"1963","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","403.41","","","","2"
"1963","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2627980","","","","0"
"1963","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","142.15","","","","2"
"1963","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3684677","","","","0"
"1963","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","194.30","","","","2"
"1963","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","676133","","","","0"
"1963","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","35.65","","","","2"
"1963","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","373630","","","","0"
"1963","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","19.70","","","","2"
"1963","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","219955","","","","0"
"1963","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","11.60","","","","2"
"1964","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7688232","","","","0"
"1964","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","401.37","","","","2"
"1964","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2660849","","","","0"
"1964","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","141.23","","","","2"
"1964","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3734023","","","","0"
"1964","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","193.22","","","","2"
"1964","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","716637","","","","0"
"1964","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","37.08","","","","2"
"1964","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","360900","","","","0"
"1964","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","18.67","","","","2"
"1964","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","215823","","","","0"
"1964","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","11.17","","","","2"
"1965","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7754470","","","","0"
"1965","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","397.53","","","","2"
"1965","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2679129","","","","0"
"1965","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","139.61","","","","2"
"1965","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3710426","","","","0"
"1965","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","188.56","","","","2"
"1965","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","768087","","","","0"
"1965","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","39.03","","","","2"
"1965","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","360178","","","","0"
"1965","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","18.30","","","","2"
"1965","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","236649","","","","0"
"1965","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","12.03","","","","2"
"1966","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7669611","","","","0"
"1966","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","385.86","","","","2"
"1966","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2638823","","","","0"
"1966","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","134.95","","","","2"
"1966","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3619589","","","","0"
"1966","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","180.53","","","","2"
"1966","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","780193","","","","0"
"1966","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","38.91","","","","2"
"1966","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","350607","","","","0"
"1966","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","17.48","","","","2"
"1966","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","280399","","","","0"
"1966","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","13.99","","","","2"
"1967","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7631085","","","","0"
"1967","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","376.69","","","","2"
"1967","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2590339","","","","0"
"1967","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","130.09","","","","2"
"1967","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3506362","","","","0"
"1967","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","171.53","","","","2"
"1967","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","859959","","","","0"
"1967","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","42.07","","","","2"
"1967","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","350018","","","","0"
"1967","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","17.12","","","","2"
"1967","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","324406","","","","0"
"1967","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","15.87","","","","2"
"1968","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7591766","","","","0"
"1968","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","368.80","","","","2"
"1968","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2538524","","","","0"
"1968","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","125.53","","","","2"
"1968","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3465179","","","","0"
"1968","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","166.82","","","","2"
"1968","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","921841","","","","0"
"1968","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","44.38","","","","2"
"1968","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","338968","","","","0"
"1968","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","16.32","","","","2"
"1968","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","327254","","","","0"
"1968","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","15.75","","","","2"
"1969","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7537133","","","","0"
"1969","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","360.72","","","","2"
"1969","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2496203","","","","0"
"1969","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","121.69","","","","2"
"1969","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3355138","","","","0"
"1969","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","159.09","","","","2"
"1969","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","1020620","","","","0"
"1969","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","48.40","","","","2"
"1969","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","314282","","","","0"
"1969","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","14.90","","","","2"
"1969","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","350890","","","","0"
"1969","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","16.64","","","","2"
"1970","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7689032","","","","0"
"1970","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","362.58","","","","2"
"1970","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2513114","","","","0"
"1970","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","120.79","","","","2"
"1970","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3408504","","","","0"
"1970","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","159.23","","","","2"
"1970","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","1106435","","","","0"
"1970","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","51.69","","","","2"
"1970","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","293190","","","","0"
"1970","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","13.70","","","","2"
"1970","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","367789","","","","0"
"1970","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","17.18","","","","2"
"1971","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7788434","","","","0"
"1971","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","360.67","","","","2"
"1971","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2521442","","","","0"
"1971","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","116.78","","","","2"
"1971","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3413174","","","","0"
"1971","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","158.05","","","","2"
"1971","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","1187763","","","","0"
"1971","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","55.00","","","","2"
"1971","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","292049","","","","0"
"1971","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","13.52","","","","2"
"1971","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","374007","","","","0"
"1971","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","17.32","","","","2"
"1972","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7784277","","","","0"
"1972","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","356.69","","","","2"
"1972","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2573814","","","","0"
"1972","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","117.95","","","","2"
"1972","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3288545","","","","0"
"1972","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","150.70","","","","2"
"1972","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","1248648","","","","0"
"1972","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","57.22","","","","2"
"1972","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","281563","","","","0"
"1972","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","12.90","","","","2"
"1972","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","391707","","","","0"
"1972","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","17.93","","","","2"
"1973","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","7713416","","","","0"
"1973","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","349.42","","","","2"
"1973","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2609624","","","","0"
"1973","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","118.23","","","","2"
"1973","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","3040587","","","","0"
"1973","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","137.76","","","","2"
"1973","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","1389685","","","","0"
"1973","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","62.96","","","","2"
"1973","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","275567","","","","0"
"1973","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","12.48","","","","2"
"1973","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","397954","","","","0"
"1973","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","17.99","","","","2"
"1974","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","1240","","","","0"
"1974","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","350.38","","","","2"
"1974","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2637165","","","","0"
"1974","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","117.76","","","","2"
"1974","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","2996106","","","","0"
"1974","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","133.78","","","","2"
"1974","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","1563060","","","","0"
"1974","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","69.79","","","","2"
"1974","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","254608","","","","0"
"1974","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","11.37","","","","2"
"1974","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","397423","","","","0"
"1974","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","17.68","","","","2"
"1975","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","1264","","","","0"
"1975","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","330.56","","","","2"
"1975","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2572833","","","","0"
"1975","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","113.20","","","","2"
"1975","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","2722923","","","","0"
"1975","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","119.81","","","","2"
"1975","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","1563930","","","","0"
"1975","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","68.81","","","","2"
"1975","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","237864","","","","0"
"1975","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","10.47","","","","2"
"1975","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","412985","","","","0"
"1975","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","18.26","","","","2"
"1976","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","1214","","","","0"
"1976","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","327.21","","","","2"
"1976","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2649419","","","","0"
"1976","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","115.07","","","","2"
"1976","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","2658475","","","","0"
"1976","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","115.46","","","","2"
"1976","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","1574798","","","","0"
"1976","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","68.40","","","","2"
"1976","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","239346","","","","0"
"1976","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","10.40","","","","2"
"1976","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","409769","","","","0"
"1976","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","17.89","","","","2"
"1977","Canada","","Total dairy products","Total domestic disappearance","Kilolitres","195","units ","0","v72554","1.1.1","1254","","","","0"
"1977","Canada","","Total dairy products","Per capita domestic disappearance","Litres","203","units ","0","v72560","1.1.2","317.99","","","","2"
"1977","Canada","","Fluid products","Total domestic disappearance","Kilolitres","195","units ","0","v72555","1.2.1","2673996","","","","0"
"1977","Canada","","Fluid products","Per capita domestic disappearance","Litres","203","units ","0","v72561","1.2.2","114.68","","","","2"
"1977","Canada","","Butter","Total domestic disappearance","Kilolitres","195","units ","0","v72556","1.3.1","2402455","","","","0"
"1977","Canada","","Butter","Per capita domestic disappearance","Litres","203","units ","0","v72562","1.3.2","103.04","","","","2"
"1977","Canada","","Cheese","Total domestic disappearance","Kilolitres","195","units ","0","v72557","1.4.1","1627131","","","","0"
"1977","Canada","","Cheese","Per capita domestic disappearance","Litres","203","units ","0","v72563","1.4.2","69.78","","","","2"
"1977","Canada","","Concentrated whole milk products","Total domestic disappearance","Kilolitres","195","units ","0","v72558","1.5.1","272346","","","","0"
"1977","Canada","","Concentrated whole milk products","Per capita domestic disappearance","Litres","203","units ","0","v72564","1.5.2","11.68","","","","2"
"1977","Canada","","Ice cream","Total domestic disappearance","Kilolitres","195","units ","0","v72559","1.6.1","436170","","","","0"
"1977","Canada","","Ice cream","Per capita domestic disappearance","Litres","203","units ","0","v72565","1.6.2","18.81","","","","2"
